id,condition,written_response,age,sex,political_affiliation,conspllm_score,loco_discriminability,consent,moderators_1,moderators_2,moderators_3,moderators_4,moderators_5,moderators_6,moderators_7,moderators_8,moderators_9,moderators_10,moderators_11,moderators_12,moderators_13,moderators_14,moderators_15,moderators_16,moderators_17,moderators_18,moderators_19,moderators_20,moderators_21,moderators_22,moderators_23,moderators_24,moderators_25,moderators_26,moderators_27,moderators_28,moderators_29,moderators_30,manip_1,manip_2,manip_3,manip_4,manip_5,manip_6,gcbs_1,gcbs_2,gcbs_3,gcbs_4,gcbs_5,gcbs_6,gcbs_7,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
276,public_savvy,"There can be a lot of things going on here. Rather than jumping to conclusions, let's try to wait until we have some more facts. The situation may look bad, but it may be better than it appears. It could be worse also. Once we have a better idea of the problem, then we can examine the causes. Hopefully there will be a relatively easy solution and we can move forward.",64,Female,Republican,1,0.006013423,1,3,5,2,2,4,2,3,3,3,4,4,4,4,3,4,4,2,2,5,2,4,2,6,6,5,5,5,3,1,6,1,5,4,6,6,1,3,1,2,3,2,1,3,71,11.51,84.65,51.38,64.63,11.83,14.08,98.59,83.1,66.2,12.68,7.04,0,7.04,0,0,0,5.63,12.68,8.45,1.41,11.27,19.72,9.86,9.86,0,29.58,8.45,5.63,12.68,7.04,5.63,0,35.21,0,29.58,5.63,1.41,8.45,5.63,0,5.63,0,8.45,5.63,2.82,2.82,1.41,1.41,0,0,0,0,7.04,0,0,0,0,0,0,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,1.41,9.86,14.08,2.82,4.23,5.63,2.82,0,0,5.63,0,7.04,7.04,0,0,0,0,0,14.08,8.45,4.23,0,0,1.41,0,0
277,public_savvy,"I don't know this seems very unlikely that all these people or organizations are keeping such a serious thing a secret from us, and if they in fact are found to be lying and the water is bad, or tainted , and people get sick or sue, then so many would be in trouble, especially the mayor. They are filtering the water so it could be something else causing the taste , I don't know what but common people , quit starting conspiracy theories",46,Female,Republican,2,0.03777176,1,1,1,1,1,4,5,3,1,2,2,5,5,3,5,4,4,4,5,6,1,6,6,1,1,6,6,6,6,1,6,4,6,6,6,6,1,1,1,1,1,1,1,1,81,4.99,26.65,52.89,2.93,40.5,16.05,91.36,80.25,61.73,14.81,6.17,2.47,1.23,0,0,2.47,8.64,14.81,7.41,0,4.94,13.58,6.17,13.58,2.47,24.69,8.64,2.47,2.47,1.23,1.23,0,32.1,1.23,22.22,6.17,1.23,2.47,7.41,0,7.41,0,4.94,1.23,3.7,2.47,0,2.47,0,0,0,0,9.88,1.23,0,0,0,0,0,8.64,0,0,0,0,1.23,1.23,0,0,1.23,0,0,1.23,0,0,2.47,1.23,1.23,0,0,0,0,1.23,0,0,0,1.23,0,0,0,0,1.23,0,8.64,3.7,0,0,2.47,0,0,0,2.47,1.23,8.64,0,0,0,0,0,0,12.35,1.23,8.64,0,0,2.47,0,0
278,public_savvy,"this company is not to be trusted their system will fail ad the water will not be of alit to drink. We must stand together to stop this from happening. Lets make a petition o this company to ban this system from this particular company.  The city's independent water quality testing board was abruptly disbanded last week, what does this say o the situations",41,Female,Democrat,3,0.010379851,1,4,4,3,4,3,2,3,1,3,5,4,4,2,2,3,3,1,1,6,1,5,4,2,1,5,6,3,5,1,6,4,3,4,4,4,2,3,3,3,4,4,3,4,64,52.84,31.33,15.38,43.51,16,21.88,78.13,60.94,48.44,15.63,4.69,0,3.13,0,0,1.56,10.94,17.19,6.25,0,10.94,14.06,0,0,3.13,21.88,4.69,1.56,7.81,6.25,1.56,0,28.13,0,10.94,0,1.56,1.56,0,0,6.25,0,1.56,1.56,0,0,0,0,0,0,0,0,12.5,3.13,0,0,0,0,1.56,4.69,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,1.56,0,0,0,0,0,0,1.56,0,1.56,0,0,0,0,0,0,0,0,3.13,1.56,0,0,1.56,0,0,0,6.25,3.13,4.69,3.13,0,0,0,0,0,7.81,4.69,1.56,0,0,1.56,0,0
279,public_control,"There's something really fishy going on; the government needs to give us an explanation for what is happening. They have been lying to us and taking us for granted; we demand a detailed explanation of what is happening. Our health is at risk!! Who is deceiving us? Is it the company or the government, or were the government officials duped?",27,Female,Independent,3,0.03809336,1,5,5,1,1,5,5,6,2,5,1,5,5,6,5,5,5,2,3,5,5,6,5,5,2,5,1,5,5,2,5,6,6,6,6,6,6,4,4,4,4,4,4,4,60,34.92,99,3.81,NA,12,21.67,95,80,63.33,20,13.33,0,10,0,0,1.67,6.67,11.67,10,0,11.67,15,3.33,5,0,28.33,3.33,0,18.33,10,0,8.33,26.67,0,13.33,3.33,0,1.67,5,1.67,3.33,0,0,0,0,0,0,0,0,0,0,0,18.33,3.33,0,0,0,1.67,0,13.33,0,0,0,0,5,5,0,0,1.67,0,0,1.67,0,0,1.67,1.67,0,0,0,0,0,0,0,1.67,0,1.67,0,0,0,0,1.67,0,3.33,3.33,0,1.67,1.67,0,0,0,0,3.33,13.33,1.67,0,0,0,0,0,16.67,3.33,1.67,3.33,3.33,1.67,3.33,0
280,public_savvy,"We need to stay rational here.  Even if there is something not completely right about this we need to deal with it tactfully.  Going off that ""THEY'RE ALL CROOKS"" isn't going to help anything and certainly won't make our side look better.  Can we find out more information about what's going on first before we decide on a next step how to deal with this?",53,Male,Independent,2,0.12631258,1,5,5,4,3,3,2,3,4,2,4,4,3,2,5,2,6,4,6,6,1,6,5,4,1,6,6,6,6,1,6,3,5,4,4,4,2,3,3,3,3,3,4,4,65,16.83,87.26,81.58,43.1,16.25,10.77,98.46,84.62,66.15,20,9.23,0,7.69,0,0,1.54,10.77,12.31,1.54,1.54,20,9.23,12.31,4.62,4.62,24.62,7.69,4.62,10.77,9.23,1.54,0,35.38,1.54,24.62,7.69,3.08,4.62,4.62,3.08,4.62,0,4.62,3.08,1.54,0,0,0,0,0,0,0,12.31,3.08,1.54,0,0,1.54,0,10.77,0,0,0,0,0,0,0,0,3.08,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,15.38,15.38,1.54,4.62,7.69,1.54,0,0,3.08,0,7.69,7.69,0,0,0,0,0,15.38,4.62,0,1.54,0,6.15,3.08,0
281,private_control,There is graft happening and someone is getting paid to look the other way. This needs to be fully investigated. Aegis is hiding something based on their selloff of company stock. They are trying to shelter themselves from taking responsibility and shifting the responsibility to the new majority share holders.,58,Male,Independent,3,0.0578928,1,4,3,3,3,6,5,5,2,6,1,5,5,5,3,6,2,5,2,3,3,4,5,4,4,3,4,5,4,4,4,4,1,5,2,1,5,3,3,3,4,3,4,4,50,69.05,74.29,1.46,50.98,12.5,28,86,72,52,12,6,0,0,0,0,6,6,12,6,0,14,10,4,4,0,26,4,2,4,2,2,0,32,0,20,2,6,4,4,2,2,0,2,2,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,8,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,2,0,2,8,2,0,4,4,0,0,2,2,10,0,0,0,0,0,0,8,8,0,0,0,0,0,0
282,private_savvy,"I don't trust that the company is being truthful. I am also concerned about the city's leadership. Having a water quality testing board is crucial to having safe water and trust from the residents of the city. I don't know if I can trust the water I'm drinking, and I might have to buy bottled water for a while.",58,Female,Democrat,2,0.011899978,1,5,5,4,5,4,4,4,2,4,3,4,4,3,4,4,4,4,5,6,2,5,5,4,2,6,4,6,5,1,6,2,6,5,2,2,5,3,3,3,3,3,3,3,59,25.06,1.12,30.14,73.26,14.75,16.95,86.44,69.49,59.32,11.86,10.17,10.17,0,0,0,0,1.69,13.56,11.86,0,10.17,20.34,3.39,8.47,3.39,23.73,6.78,0,6.78,5.08,0,1.69,20.34,0,8.47,1.69,0,1.69,3.39,0,1.69,0,5.08,3.39,0,1.69,0,0,0,0,0,0,11.86,6.78,0,0,0,1.69,0,1.69,0,0,0,0,0,0,0,0,8.47,0,1.69,5.08,1.69,0,1.69,0,0,0,0,0,0,1.69,0,5.08,0,1.69,0,0,0,0,1.69,0,5.08,1.69,0,0,1.69,0,0,0,1.69,0,11.86,5.08,0,0,0,0,0,15.25,6.78,1.69,0,0,6.78,0,0
283,private_control,Pure frustration that the Aegis Dynamics executives sold off large portions of their company stocks. You ruined a great future for the residents just through pure greed. Why is there such selfishness to do something that change the lives of your future? Was the reason due to wanting more money or something that we don't know?,28,Male,Independent,1,0.0299626,1,3,3,4,5,5,6,4,4,5,5,5,3,4,6,4,6,3,6,6,1,4,6,3,6,6,6,1,3,2,6,2,3,6,1,1,6,4,3,2,3,3,3,4,56,67.11,86.29,24.32,1,14,19.64,94.64,73.21,55.36,16.07,7.14,0,1.79,3.57,0,1.79,8.93,21.43,8.93,0,12.5,7.14,5.36,1.79,1.79,14.29,10.71,5.36,3.57,1.79,0,1.79,26.79,0,14.29,3.57,5.36,1.79,5.36,0,1.79,0,7.14,1.79,5.36,1.79,0,1.79,0,1.79,0,0,12.5,3.57,0,0,0,3.57,0,7.14,0,0,0,0,0,0,0,0,12.5,0,1.79,5.36,7.14,0,1.79,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,7.14,3.57,0,0,3.57,0,0,0,7.14,3.57,5.36,3.57,0,0,0,0,0,8.93,3.57,0,3.57,0,1.79,0,0
284,private_savvy,It almost appears that Aegis knew ahead of time they were being sold off. Maybe a take the money and run situation. Is it possible the mayor is getting a piece of the action back from Aegis. This would be an excellent reason to disband the independent water quality testing board just before this all comes out.,66,Male,Independent,2,-0.0016572028,1,4,2,2,3,4,3,2,5,4,3,4,2,2,2,3,2,2,2,4,4,6,6,4,3,5,5,4,5,2,4,3,3,6,2,1,6,2,2,3,3,2,3,4,57,83.89,50.51,58.46,46.76,14.25,15.79,89.47,75.44,56.14,10.53,1.75,0,0,0,0,1.75,8.77,19.3,12.28,0,14.04,10.53,5.26,3.51,0,22.81,5.26,3.51,1.75,0,1.75,0,29.82,1.75,15.79,3.51,1.75,1.75,7.02,0,1.75,0,1.75,1.75,0,1.75,1.75,0,0,0,0,0,3.51,0,0,0,0,0,0,3.51,0,0,0,0,1.75,1.75,0,0,5.26,0,0,1.75,3.51,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,0,0,0,0,0,8.77,10.53,0,5.26,5.26,1.75,0,0,5.26,5.26,7.02,1.75,0,0,0,0,0,7.02,7.02,0,0,0,0,0,0
285,public_control,"Honestly after reading the news story and seeing others opinions about it on facebook, all I can say is that metallic taste of the water is suspicious. Either there's a lot of metal in the water or it's possible that a deceased person's body is inside the water tank. It's absolutely disgusting that the issues of the water's pressure dropping along with the taste being awful isn't of concern at all from the mayor nor the Aegis Dynamics company.",35,Female,Independent,2,0.013014227,1,3,4,1,5,5,5,2,3,6,3,5,5,1,4,2,4,3,5,6,3,5,4,5,3,5,5,2,5,4,6,3,6,6,6,4,3,3,4,3,4,4,4,4,79,83.34,8.15,22.32,1,26.33,20.25,82.28,68.35,56.96,10.13,1.27,1.27,0,0,0,0,8.86,21.52,13.92,0,16.46,11.39,3.8,6.33,2.53,15.19,6.33,3.8,0,0,0,0,22.78,2.53,13.92,2.53,0,1.27,2.53,2.53,6.33,0,3.8,0,3.8,2.53,0,2.53,0,0,0,0,7.59,3.8,0,0,0,0,3.8,2.53,0,0,0,0,1.27,1.27,0,0,1.27,0,0,1.27,0,0,5.06,0,0,0,0,0,0,2.53,1.27,0,0,0,0,0,0,0,0,0,2.53,7.59,0,0,3.8,1.27,0,0,1.27,0,10.13,0,1.27,0,1.27,0,0,12.66,3.8,1.27,0,0,7.59,0,0
286,private_control,"This seems sketchy. Water tastes weird and pressure is acting up, and they’re saying everything is fine but also shutting down the independent testers. The company insiders selling stock right before this also feels suspicious. I’d want someone to actually check the water, not just the city saying “trust us.”",45,Male,Democrat,3,0.027444035,1,6,4,5,5,4,5,4,5,4,5,5,3,4,4,5,4,3,5,6,1,6,4,2,5,6,6,5,6,5,6,2,6,4,6,4,6,1,1,1,2,2,1,3,50,19.3,29.01,63.35,20.23,12.5,24,84,72,50,14,6,2,2,0,0,2,8,12,8,0,8,8,8,12,2,22,8,0,4,4,0,0,32,2,20,6,0,4,4,2,6,0,4,2,2,2,0,2,0,0,0,0,16,6,0,0,0,0,4,6,0,0,0,0,0,0,0,0,4,0,0,2,2,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,14,2,0,8,0,0,2,2,0,12,0,0,0,0,0,0,20,8,4,0,0,4,4,0
287,private_savvy,"Someone is on the take in city government.  How much did they pay city officials to get them to allow changes in the water systems?  Sounds like a movie is in the works...  Since water quality testing board is no longer, I would be putting my house upfor sale and getting out of town asap.  Is there any hope for a reversal of this so called system calibration?  It seems that the citizens of Riverbend are up the river for sure.  No amount of bottled water can save the day.",70,Male,Independent,2,3.977269e-4,1,4,5,3,4,4,4,3,4,5,3,5,3,2,4,3,3,2,4,5,2,5,5,5,3,4,4,5,5,4,4,4,5,5,5,4,3,4,3,4,4,4,4,4,90,90.98,46.63,39.59,9.52,12.86,15.56,85.56,68.89,54.44,8.89,4.44,2.22,0,0,0,2.22,4.44,16.67,8.89,0,18.89,10,2.22,3.33,2.22,17.78,5.56,4.44,4.44,0,1.11,3.33,22.22,2.22,11.11,2.22,4.44,3.33,4.44,0,0,0,3.33,1.11,2.22,1.11,1.11,0,0,0,0,0,11.11,3.33,0,0,2.22,0,0,5.56,0,0,0,0,2.22,2.22,0,0,6.67,1.11,1.11,2.22,2.22,0,0,0,0,0,0,0,0,0,0,0,1.11,3.33,0,0,0,0,1.11,0,10,12.22,0,1.11,10,0,1.11,0,4.44,1.11,8.89,1.11,1.11,1.11,0,0,0,11.11,7.78,1.11,2.22,0,0,0,0
288,public_control,"This seems suspicious. The water changes, stock sales, and removal of the testing board make me question whether officials are being fully transparent. Residents deserve more information. I Would like  to see independent testing results and a clear explanation from city officials. Until then, I would remain cautious and pay close attention to any new information share with the public",58,Female,Republican,2,1.2403727e-4,1,3,3,3,4,5,6,6,2,6,2,6,5,4,4,5,5,4,4,5,5,6,6,5,2,5,5,4,6,4,5,2,5,6,4,5,2,3,2,2,3,3,2,3,60,73.36,6.61,82.8,72.45,12,31.67,93.33,68.33,43.33,6.67,5,5,0,0,0,0,1.67,11.67,6.67,0,10,6.67,1.67,10,0,15,18.33,1.67,5,1.67,0,3.33,33.33,0,28.33,10,5,6.67,5,1.67,3.33,0,6.67,5,1.67,5,3.33,1.67,0,0,0,0,6.67,5,0,0,0,1.67,1.67,0,0,0,0,0,0,0,0,0,8.33,0,1.67,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,1.67,0,5,11.67,3.33,0,5,3.33,0,0,6.67,0,3.33,0,0,0,0,0,0,11.67,6.67,5,0,0,0,0,0
289,public_control,"It sounds like there are several issues that could be affecting the water supply.  I think we need to dig into this a little deeper.  While the water appears to be safe, the low pressure is very annoying.  The mayor states this is due to system calibration.  I would like to find out how long the calibration phase will last.",64,Male,Republican,2,0.015253164,1,3,3,2,3,5,5,3,2,6,2,5,2,2,2,4,3,2,2,5,4,5,6,3,5,5,5,4,5,2,4,4,5,4,5,4,3,2,3,2,3,3,2,3,60,69.05,49.98,39.59,72.45,12,11.67,83.33,73.33,55,11.67,5,3.33,1.67,0,0,0,6.67,16.67,10,0,11.67,13.33,5,1.67,0,21.67,10,6.67,1.67,1.67,0,0,26.67,0,15,5,3.33,6.67,1.67,0,0,0,6.67,5,1.67,5,3.33,1.67,0,1.67,0,0,5,1.67,0,0,1.67,0,0,3.33,0,0,0,0,1.67,1.67,0,0,1.67,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,1.67,0,11.67,15,0,0,10,1.67,1.67,0,5,0,6.67,1.67,0,0,0,0,0,10,8.33,1.67,0,0,0,0,0
290,private_savvy,I feel Riverbend city officials made a huge mistake when they hired a private tech firm to install smart sensors. Since then the pressure is dropping. Also a local journalist discovered that the tech company recently sold large portions of their stock. Something is off about this company.  I wouldn't want to live in Riverbend city!,64,Female,Democrat,3,-0.006073788,1,6,5,4,5,6,6,5,5,6,5,6,6,3,1,3,3,1,4,6,6,6,6,4,1,6,6,4,6,4,5,4,6,6,1,4,6,1,2,3,4,3,4,4,56,67.11,30.13,48.09,20.23,11.2,30.36,87.5,69.64,44.64,12.5,7.14,3.57,0,0,0,3.57,5.36,14.29,8.93,0,12.5,5.36,5.36,7.14,1.79,16.07,12.5,5.36,1.79,0,0,1.79,23.21,0,14.29,3.57,3.57,5.36,1.79,0,0,0,3.57,1.79,1.79,0,0,0,0,0,0,0,10.71,0,0,0,0,0,0,3.57,0,0,0,0,3.57,0,0,3.57,8.93,0,0,7.14,1.79,0,1.79,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,1.79,3.57,10.71,0,0,8.93,0,0,1.79,7.14,5.36,5.36,0,0,0,0,0,0,10.71,7.14,0,0,1.79,1.79,0,0
291,public_control,"That is a lot of things to change all at once, and that is quite suspicious.  While I don't think the water is an immediate, I'm not above telling everyone else about the situation and maybe even sending my own sample for testing (yes, I have done that before).  I think it is important we ask the city what their plan is going forward and make sure they answer it.",58,Male,Independent,2,-4.197657e-5,1,4,3,3,3,6,5,4,1,6,1,5,6,5,4,5,5,5,4,3,4,2,4,5,5,2,2,2,3,2,2,3,1,6,1,4,4,2,1,2,2,1,2,1,70,5.94,13.3,98.38,20.23,23.33,12.86,98.57,84.29,65.71,22.86,11.43,7.14,1.43,0,0,2.86,11.43,17.14,7.14,1.43,10,12.86,8.57,7.14,2.86,24.29,5.71,5.71,4.29,1.43,1.43,1.43,38.57,4.29,15.71,7.14,1.43,0,2.86,0,2.86,0,2.86,1.43,1.43,1.43,0,1.43,0,0,0,0,11.43,4.29,0,0,0,0,4.29,5.71,0,0,0,0,0,0,0,0,1.43,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,8.57,2.86,1.43,4.29,0,0,0,7.14,1.43,10,5.71,1.43,0,1.43,0,0,14.29,4.29,4.29,0,0,2.86,2.86,0
292,private_control,It seems as though Aegis is having some type of financial issues or has sold their company to someone who does not care about water but is more concerned about profit. I would not trust the mayor since he is not a water expert and disbanding the water quality testing board sounds very suspicious since that is essential to the health of the city.,55,Male,Republican,3,-0.010395572,1,2,2,2,3,4,4,2,2,4,2,5,2,1,2,3,2,2,2,4,3,6,6,4,5,4,5,4,5,3,4,4,2,6,4,6,5,3,2,2,3,3,1,3,64,30.09,7.67,32.54,6.65,32,14.06,85.94,71.88,60.94,10.94,6.25,1.56,0,0,1.56,1.56,4.69,14.06,7.81,0,14.06,12.5,6.25,10.94,4.69,18.75,7.81,3.13,3.13,1.56,1.56,1.56,31.25,0,20.31,3.13,3.13,1.56,4.69,0,9.38,0,3.13,0,1.56,3.13,0,1.56,0,0,0,0,12.5,1.56,0,0,0,0,0,7.81,0,0,0,1.56,1.56,1.56,0,0,7.81,0,0,4.69,4.69,0,1.56,1.56,0,0,0,0,0,0,0,1.56,0,0,0,0,0,1.56,0,0,0,3.13,0,0,1.56,0,1.56,0,3.13,1.56,10.94,0,0,0,0,0,0,3.13,3.13,0,0,0,0,0,0
293,private_savvy,"It’s the convergence that counts. Each of these elements is by itself perfectly understandable calibration, budget reductions, regular stock sales. The combination creates a picture, a contractor with huge money at stake, executives leaving quietly from their positions, and the one independent agency that can dispute the government version suddenly vanishing. This isn’t paranoia; it’s mathematics.",18,Male,Republican,3,0.07764155,1,6,4,4,4,3,4,4,5,6,4,4,5,3,6,5,4,4,4,5,4,6,5,4,5,5,3,5,5,5,6,4,6,5,5,4,5,3,3,3,3,2,4,4,56,62.1,14.49,8.95,5.5,14,41.07,83.93,58.93,48.21,14.29,1.79,0,0,0,0,1.79,12.5,21.43,10.71,0,8.93,8.93,5.36,1.79,1.79,14.29,5.36,3.57,7.14,0,3.57,3.57,23.21,3.57,10.71,1.79,0,1.79,0,1.79,5.36,0,5.36,1.79,3.57,1.79,0,1.79,1.79,0,0,0,3.57,1.79,0,0,1.79,0,0,1.79,0,0,0,0,1.79,1.79,0,0,10.71,0,0,5.36,5.36,0,1.79,1.79,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,1.79,1.79,7.14,0,1.79,1.79,1.79,1.79,0,1.79,0,12.5,0,0,0,0,0,0,23.21,7.14,8.93,0,0,5.36,1.79,0
294,public_savvy,We deserve to ask questions from this information. It is hard to blindly trust you guys here. This isnt to disprove you guys but we need to fact check your story. It is sketchy that there is a metallic taste in the water and insider stock sales. All of this needs to be investigated with transparency so we know what actually happened.,19,Male,Independent,2,0.07018167,1,5,4,3,5,5,3,3,4,4,4,1,3,5,4,5,3,5,4,2,2,5,3,4,3,3,2,2,2,4,5,5,4,5,3,4,2,3,1,4,2,3,3,1,62,28.14,99,6.29,NA,12.4,19.35,88.71,70.97,58.06,20.97,9.68,0,4.84,4.84,0,0,11.29,12.9,3.23,0,14.52,8.06,6.45,4.84,1.61,16.13,3.23,1.61,6.45,6.45,0,0,25.81,1.61,16.13,6.45,0,4.84,1.61,1.61,3.23,0,0,0,0,0,0,0,0,0,0,0,19.35,6.45,0,0,0,1.61,3.23,12.9,0,0,0,3.23,0,0,0,0,3.23,0,0,1.61,1.61,0,3.23,0,0,0,0,0,0,1.61,0,3.23,0,0,0,0,0,0,0,0,6.45,12.9,1.61,0,4.84,3.23,0,1.61,0,1.61,8.06,0,0,0,0,0,0,8.06,8.06,0,0,0,0,0,0
295,private_savvy,"They say the water is safe and that the unexplained water pressure drops are due to automated smart-filtration sensors calibration, however I think it is weird that the company recently sold off large portions of their company stock. they also abruptly disbanded the independent water quality testing board. I think a third party should test the water and the city needs to know these things. I do not trust this private tech firm, they might not know what the hell they are doing!",35,Male,Republican,3,0.012620583,1,4,4,3,3,5,6,5,1,6,4,6,5,4,3,6,5,3,2,4,3,6,4,3,2,4,4,2,5,3,3,5,5,5,2,2,6,2,3,2,3,4,3,3,83,31.57,12.33,32.79,57.93,20.75,20.48,83.13,68.67,50.6,18.07,9.64,3.61,0,0,0,6.02,8.43,16.87,9.64,1.2,4.82,9.64,2.41,4.82,2.41,19.28,8.43,3.61,2.41,2.41,0,0,24.1,0,13.25,4.82,0,2.41,1.2,0,4.82,0,3.61,2.41,0,0,0,0,0,0,0,1.2,13.25,3.61,0,0,0,0,1.2,6.02,0,0,0,0,2.41,0,0,2.41,8.43,1.2,0,4.82,1.2,1.2,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,1.2,1.2,3.61,1.2,0,0,1.2,0,0,0,3.61,1.2,6.02,1.2,0,0,0,0,0,8.43,3.61,2.41,0,1.2,0,1.2,0
296,private_control,"I am a trusting person, but in this situation I feel like the mayor's office is not being completely truthful with the community.  It seems shady that the Aegis Dynamics execs are selling of large portions of their company stock.  Makes me think the company is going under or worried about being sued.",51,Female,Independent,2,0.051562488,1,1,1,1,1,4,5,3,1,4,2,5,1,1,1,1,2,2,1,2,5,2,2,5,3,2,2,2,4,3,3,3,4,6,4,2,6,2,3,3,3,3,4,4,53,65.45,8.26,79.41,20.23,17.67,20.75,90.57,77.36,54.72,13.21,7.55,5.66,0,0,0,1.89,5.66,15.09,9.43,0,13.21,11.32,3.77,3.77,1.89,24.53,9.43,3.77,5.66,3.77,0,1.89,26.42,0,18.87,5.66,1.89,0,3.77,1.89,5.66,0,7.55,3.77,3.77,1.89,0,1.89,1.89,0,0,0,13.21,3.77,0,0,0,1.89,0,5.66,0,0,0,0,0,0,0,0,9.43,0,0,7.55,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,7.55,0,1.89,3.77,0,0,1.89,0,0,13.21,1.89,0,0,0,0,0,9.43,5.66,1.89,0,0,1.89,0,0
297,private_control,"I would worry that the Aegis Dynamics water may not be telling the truth. Being they recently sold off a large portion of their stock, and the testing board is no more, how do I know it was tested? Could they not be honest with the people saying the water is fine?  The drop in water pressure is also very concerning. Does that mean the water supply is low?  Something feels wrong about this whole situation. I think they need to call in someone to test the water, because if the water is not healthy, than people will get sick.",64,Female,Independent,2,-0.0143087655,1,4,3,2,4,4,4,2,2,3,4,5,5,5,3,5,5,2,3,5,2,3,3,2,5,5,3,5,4,2,4,4,4,5,5,4,4,3,3,3,3,3,3,4,100,36.82,15.75,28.56,10.35,14.29,12,88,79,59,13,7,3,0,0,0,4,6,16,10,0,10,15,4,5,4,26,9,5,0,0,0,0,31,1,19,5,2,3,4,0,5,0,5,2,3,2,0,2,1,0,0,0,12,5,0,0,0,2,3,7,0,0,0,0,0,0,0,0,5,0,0,4,1,0,2,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,5,0,1,3,0,0,1,1,3,8,2,0,0,0,0,0,11,4,4,3,0,0,0,0
298,private_control,I think aegis dynamics knows that they did something wrong and the executives are worried its going to come out and tank the company. This also seems like a really bad time to get rid of the independent testing while we don't know what's going on. I think the office is just trying to say the right thing to avoid panic.,39,Male,Independent,2,-0.005282849,1,3,2,2,2,4,4,3,3,4,3,4,3,4,3,4,4,3,3,4,3,5,4,2,3,5,5,4,4,2,4,1,3,4,2,2,3,3,2,3,2,2,2,3,61,55.44,30.91,71.87,1,20.33,11.48,95.08,81.97,55.74,16.39,6.56,3.28,1.64,0,0,1.64,9.84,14.75,9.84,0,13.11,8.2,4.92,6.56,1.64,29.51,6.56,0,4.92,1.64,1.64,1.64,27.87,0,16.39,8.2,0,1.64,3.28,1.64,1.64,0,8.2,0,8.2,4.92,0,4.92,3.28,0,0,0,8.2,3.28,0,0,0,1.64,1.64,3.28,0,0,0,0,0,0,0,0,6.56,0,0,6.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,1.64,0,11.48,4.92,0,3.28,3.28,0,0,0,3.28,1.64,9.84,4.92,0,0,0,0,0,8.2,4.92,0,0,0,3.28,0,0
